id,greenhous_temperature_celsius,greenhouse_humidity_percentage,greenhouse_illuminance_lux,online_temperature_celsius,online_humidity_percentage,greenhouse_total_volatile_organic_compounds_ppb,greenhouse_equivalent_co2_ppm,created
1075313,60.43912082248264,19.86029518975152,7474.222222222223,28.100000381469727,27.0,1952.4444444444443,931.3333333333334,2021-06-14 16:00:09
1075360,51.01167297363281,23.776150131225585,4015.2,27.899999618530277,31.0,1139.9,620.1,2021-06-14 16:10:04
1075412,45.62642059326172,26.9790189743042,3024.4,27.899999618530277,31.0,862.9,518.9,2021-06-14 16:20:06
1075464,42.44285430908203,29.27153415679932,2608.4,27.899999618530277,31.0,765.6,476.1,2021-06-14 16:30:08
1075516,40.53463745117188,30.91611337661743,2343.5,28.299999237060547,31.0,675.625,426.875,2021-06-14 16:40:07
1075558,39.16983299255371,32.05584850311279,2246.7,27.799999237060547,31.0,665.5,415.1,2021-06-14 16:50:07
1075610,38.18430370754666,33.056127336290146,2141.6666666666665,28.200000762939453,32.0,649.6666666666666,400.55555555555554,2021-06-14 17:00:10
1075657,37.57932578192817,33.85603925916884,2061.555555555556,28.399999618530277,31.0,647.8888888888889,400.77777777777777,2021-06-14 17:10:06
1075704,37.10940742492676,34.634928131103514,1954.0,27.799999237060547,33.0,653.9,414.8,2021-06-14 17:20:06
1075756,36.75825881958008,35.43480606079102,1847.8,27.799999237060547,33.0,667.2,432.3,2021-06-14 17:30:09
1075808,36.46505699157715,35.820553588867185,1757.5,27.899999618530277,33.0,664.4,434.5,2021-06-14 17:40:06
1075860,36.28985299004449,35.96517562866211,1770.888888888889,27.5,34.0,653.2222222222222,424.0,2021-06-14 17:50:06
1081313,50.412984466552736,27.68184928894043,20959.2,19.899999618530277,59.0,1651.3,1053.4,2021-06-15 12:00:07
1081365,51.70210181342231,27.36281734042697,22998.444444444445,20.5,59.0,1868.7777777777776,1152.6666666666667,2021-06-15 12:10:05
1081412,53.5193790435791,26.364538192749023,23125.3,21.200000762939453,53.0,2098.3,1241.4,2021-06-15 12:20:07
1081464,55.18593139648438,25.47005424499512,22724.5,21.200000762939453,53.0,2352.2,1338.1,2021-06-15 12:30:08
